source,simplification,sentence_id,simplification_type,system_name,aspect,rating
Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British sport. It comes from the same origin as many Racquet sports.,21,system,ACCESS.tok.low,meaning,55
Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British sport. It comes from the same origin as many Racquet sports.,21,system,ACCESS.tok.low,simplicity,10
Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British Racquet sport.,21,human,asset,meaning,51
Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British Racquet sport.,21,human,asset,simplicity,100
Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British Racquet sport.,21,human,asset,fluency,100
Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British Racquet sport.,21,human,asset,meaning,100
Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British Racquet sport.,21,human,asset,simplicity,96
Fives is a British sport believed to derive from the same origins as many Racquet sports.,Fives is a British Racquet sport.,21,human,asset,fluency,100
Fives is a British sport believed to derive from the same origins as many Racquet sports.,Fives is a British Racquet sport.,21,human,asset,meaning,65
Fives is a British sport believed to derive from the same origins as many Racquet sports.,Fives is a British Racquet sport.,21,human,asset,simplicity,100
Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British sport. It comes from the same origin as many Racquet sports.,21,system,ACCESS.tok.low,fluency,66
Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British sport. It comes from the same origin as many Racquet sports.,21,system,ACCESS.tok.low,meaning,90
Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British sport. It comes from the same origin as many Racquet sports.,21,system,ACCESS.tok.low,simplicity,88
Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British Racquet sport.,21,human,asset,fluency,100
Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British Racquet sport.,21,human,asset,simplicity,100
Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British Racquet sport.,21,human,asset,meaning,56
Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British Racquet sport.,21,human,asset,meaning,100
Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British sport. It comes from the same origin as many Racquet sports.,21,system,ACCESS.tok.low,simplicity,100
Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British Racquet sport.,21,human,asset,simplicity,100
Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British sport. It comes from the same origin as many Racquet sports.,21,system,ACCESS.tok.low,meaning,100
Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British sport. It comes from the same origin as many Racquet sports.,21,system,ACCESS.tok.low,simplicity,100
Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British sport. It comes from the same origin as many Racquet sports.,21,system,ACCESS.tok.low,meaning,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,99
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,97
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,92
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,71
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,90
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,78
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,98
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,0
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,93
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,91
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,66
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,62
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,fluency,1
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,meaning,1
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,simplicity,1
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,simplicity,2
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,meaning,1
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,simplicity,1
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,fluency,0
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,meaning,0
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,simplicity,0
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,fluency,18
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,fluency,1
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,meaning,14
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,92
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,simplicity,51
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,fluency,6
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,meaning,14
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,simplicity,5
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,fluency,1
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,97
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,meaning,28
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,simplicity,5
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,46
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,93
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,fluency,47
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,meaning,38
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,simplicity,13
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,fluency,4
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,meaning,20
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,simplicity,7
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,66
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,91
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,60
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,51
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,95
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,10
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,71
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,78
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,57
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,81
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,88
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,96
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,65
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,38
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,73
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,64
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,95
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,88
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,88
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,60
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,78
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,59
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,89
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,82
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,97
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,97
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,meaning,94
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,meaning,46
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,85
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,fluency,14
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,simplicity,0
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,36
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,49
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,78
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,fluency,44
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,fluency,5
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,simplicity,69
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,simplicity,40
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,83
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,85
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,meaning,6
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,100
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,49
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,meaning,13
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,fluency,79
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,simplicity,1
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,meaning,16
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,fluency,1
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,meaning,53
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,fluency,38
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday in Thailand.",22,system,,simplicity,0
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,simplicity,88
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,79
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,fluency,66
"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",King Bhumibol was born on a Monday. on his birthday Thailand will be decorated with yellow colors.,22,human,asset,meaning,100
Both names became defunct in 2007 when they were merged into the National museum of Scotland.,"Both names stopped existing in 2007, when they were merged into the National museum of Scotland.",23,human,asset,fluency,79
Both names became defunct in 2007 when they were merged into the National museum of Scotland.,"Both names stopped existing in 2007, when they were merged into the National museum of Scotland.",23,human,asset,meaning,96
Both names became defunct in 2007 when they were merged into The National Museum of Scotland.,"Both names stopped existing in 2007, when they were merged into the National museum of Scotland.",23,human,asset,simplicity,100
Both names became defunct in 2007 when they were merged into the National museum of Scotland.,"Both names stopped existing in 2007, when they were merged into the National museum of Scotland.",23,human,asset,simplicity,100
